Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"ProMAT – Konzeption und Entwicklung eines Projekt Management Assessment Tool als digitale Beratungsleistung","Service Business Development","","","","10.1007/978-3-658-22426-4_14","Volker NissenJochen KuhlHendrik KraeftHenry SeifertJakob ReiterJim Eidmann","2018","http://link.springer.com/chapter/10.1007/978-3-658-22426-4_14","Chapter"
"Beyond Health Apps, Utilize Patient-Generated Data","Information and Software Technologies","","","","10.1007/978-3-319-67642-5_6","Asif AkramGerard DunleavyMichael SoljakJosip Car","2017","http://link.springer.com/chapter/10.1007/978-3-319-67642-5_6","Chapter"
"Big Data in Smart Cities","Encyclopedia of Big Data Technologies","","","","10.1007/978-3-319-63962-8_33-1","Zaheer KhanJan Peters-Anders","2018","http://link.springer.com/referenceworkentry/10.1007/978-3-319-63962-8_33-1","ReferenceWorkEntry"
"Combining Proactive and Reactive Approaches in Smart Services for the Web of Things","Computational Intelligence and Its Applications","","","","10.1007/978-3-319-89743-1_44","Nawel SekkalSidi Mohamed BenslimaneMichael MrissaBoudjemaa Boudaa","2018","http://link.springer.com/chapter/10.1007/978-3-319-89743-1_44","Chapter"
"Provision of Dependability Guarantees in IoT-Based Service-Oriented Environments","Third International Congress on Information and Communication Technology","","","","10.1007/978-981-13-1165-9_61","Dimosthenis Kyriazis","2019","http://link.springer.com/chapter/10.1007/978-981-13-1165-9_61","Chapter"
"Empirical findings","Archetypes of Crowdfunding Platforms","","","","10.1007/978-3-658-04559-3_4","Florian Danmayr","2014","http://link.springer.com/chapter/10.1007/978-3-658-04559-3_4","Chapter"
"Improvements of the Reactive Auto Scaling Method for Cloud Platform","Computer Networks","","","","10.1007/978-3-319-59767-6_33","Dariusz Rafal Augustyn","2017","http://link.springer.com/chapter/10.1007/978-3-319-59767-6_33","Chapter"
"Investigating the Applicability of the Normalized Systems Theory on IT Infrastructure Systems","Enterprise and Organizational Modeling and Simulation","","","","10.1007/978-3-030-00787-4_9","Geert Haerens","2018","http://link.springer.com/chapter/10.1007/978-3-030-00787-4_9","Chapter"
"Twenty-First-Century Imperatives","Transdisciplinary Systems Engineering","","","","10.1007/978-3-319-62184-5_1","Azad M. Madni","2018","http://link.springer.com/chapter/10.1007/978-3-319-62184-5_1","Chapter"
"Non-distracting, Continuous Collection of Software Development Process Data","Synergies Between Knowledge Engineering and Software Engineering","","","","10.1007/978-3-319-64161-4_13","Andrea Janes","2018","http://link.springer.com/chapter/10.1007/978-3-319-64161-4_13","Chapter"
"Measuring Quality in Metadata Repositories","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-319-24592-8_5","Dimitris GavrilisDimitra-Nefeli MakriLeonidas PapachristopoulosStavros AngelisKonstantinos KravvaritisChristos PapatheodorouPanos Constantopoulos","2015","http://link.springer.com/chapter/10.1007/978-3-319-24592-8_5","Chapter"
"Immediate Discipline","Place Branding","","","","10.1007/978-0-230-24702-4_3","Robert GoversFrank Go","2009","http://link.springer.com/chapter/10.1007/978-0-230-24702-4_3","Chapter"
"Introduction to Mobile Computing","Mobile Computing","","","","10.1007/978-0-585-29603-6_1","Tomasz ImielinskiHenry F. Korth","1996","http://link.springer.com/chapter/10.1007/978-0-585-29603-6_1","Chapter"
"What Is the Cube Root of 27? Question Answering Over CodeOntology","The Semantic Web – ISWC 2018","","","","10.1007/978-3-030-00671-6_17","Mattia AtzeniMaurizio Atzori","2018","http://link.springer.com/chapter/10.1007/978-3-030-00671-6_17","Chapter"
"The Behaviour Assessment Model for the Analysis and Evaluation of Pervasive Services","Advances in Information Systems and Technologies","","","","10.1007/978-3-642-36981-0_107","Bernhard KleinIvan PretelUlf-Dietrich ReipsAna B. LagoDiego Lopez-de-Ipiña","2013","http://link.springer.com/chapter/10.1007/978-3-642-36981-0_107","Chapter"
"Advancing the DFC Semantic Technology Platform via HIVE Innovation","Metadata and Semantics Research","","","","10.1007/978-3-319-03437-9_3","Mike C. ConwayJane GreenbergReagan MooreMary WhittonLe Zhang","2013","http://link.springer.com/chapter/10.1007/978-3-319-03437-9_3","Chapter"
"Endowing IoT Devices with Intelligent Services","Advances in Internet, Data & Web Technologies","","","","10.1007/978-3-319-75928-9_32","Aneta Poniszewska-MarandaDaniel KaczmarekNatalia KryvinskaFatos Xhafa","2018","http://link.springer.com/chapter/10.1007/978-3-319-75928-9_32","Chapter"
"Counselling in specific health care contexts and recording counselling","Counselling Skills for Health Professionals","","","","10.1007/978-1-4899-3334-8_10","Philip Burnard","1994","http://link.springer.com/chapter/10.1007/978-1-4899-3334-8_10","Chapter"
"A Road Map to the Cyber-Human Smart City","Smart Cities","","","","10.1007/978-3-319-60030-7_9","Schahram DustdarStefan NastićOgnjen Šćekić","2017","http://link.springer.com/chapter/10.1007/978-3-319-60030-7_9","Chapter"
"Data and Analytics Framework. How Public Sector Can Profit from Its Immense Asset, Data","Traffic Mining Applied to Police Activities","","","","10.1007/978-3-319-75608-0_1","Raffaele Lillo","2018","http://link.springer.com/chapter/10.1007/978-3-319-75608-0_1","Chapter"
"Exploring the Architectural Entropy in Cloud Computing System","International Conference on Intelligent Computing and Applications","","","","10.1007/978-981-10-5520-1_55","A. R. ManuShakil AkhtarVinod Kumar AgrawalK. N. Bala Subramanya MurthyV. Suma","2018","http://link.springer.com/chapter/10.1007/978-981-10-5520-1_55","Chapter"
"Programming the Interaction Space Effectively with 
                
                  
                
                $$\texttt {ReSpecT}\mathbb {X}$$","Intelligent Distributed Computing XI","","","","10.1007/978-3-319-66379-1_9","Giovanni CiattoStefano MarianiAndrea Omicini","2018","http://link.springer.com/chapter/10.1007/978-3-319-66379-1_9","Chapter"
"End-User Development of Mobile Mashups","Design, User Experience, and Usability. Web, Mobile, and Product Design","","","","10.1007/978-3-642-39253-5_71","Cinzia CappielloMaristella MateraMatteo Picozzi","2013","http://link.springer.com/chapter/10.1007/978-3-642-39253-5_71","Chapter"
"Einleitung","Sicherheit von Webanwendungen in der Praxis","","","","10.1007/978-3-658-20145-6_1","Matthias Rohr","2018","http://link.springer.com/chapter/10.1007/978-3-658-20145-6_1","Chapter"
"Smart Economy in Smart Cities","Smart Economy in Smart Cities","","","","10.1007/978-981-10-1610-3_1","T. M. Vinod KumarBharat Dahiya","2017","http://link.springer.com/chapter/10.1007/978-981-10-1610-3_1","Chapter"
"Code Organization","Pro TypeScript","","","","10.1007/978-1-4842-3249-1_2","Steve Fenton","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3249-1_2","Chapter"
"rSLA: Monitoring SLAs in Dynamic Service Environments","Service-Oriented Computing","","","","10.1007/978-3-662-48616-0_9","Heiko LudwigKaterina StamouMohamed MohamedNagapramod MandagereBryan LangstonGabriel AlatorreHiroaki NakamuraObinna AnyaAlexander Keller","2015","http://link.springer.com/chapter/10.1007/978-3-662-48616-0_9","Chapter"
"Unternehmenskultur und Organisation","Die digitale Transformation der Automobilindustrie","","","","10.1007/978-3-662-54935-3_7","Uwe Winkelhake","2017","http://link.springer.com/chapter/10.1007/978-3-662-54935-3_7","Chapter"
"Toward an Adaptive Enterprise Modelling Platform","The Practice of Enterprise Modeling","","","","10.1007/978-3-030-02302-7_23","Amjad Fayoumi","2018","http://link.springer.com/chapter/10.1007/978-3-030-02302-7_23","Chapter"
"DAR: Institutional Repository Integration in Action","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-642-24469-8_36","Youssef MikhailNoha AdlyMagdy Nagi","2011","http://link.springer.com/chapter/10.1007/978-3-642-24469-8_36","Chapter"
"The Robustness of Periodic Orchestrations in Uncertain Evolving Environments","Symbolic and Quantitative Approaches to Reasoning with Uncertainty","","","","10.1007/978-3-319-20807-7_12","Jorge CastroJoaquim GabarroMaria SernaAlan Stewart","2015","http://link.springer.com/chapter/10.1007/978-3-319-20807-7_12","Chapter"
"Applying Self-* Principles in Heterogeneous Cloud Environments","Cloud Computing","","","","10.1007/978-3-319-54645-2_10","Ioan DrăganTeodor-Florin FortişGabriel IuhaszMarian NeagulDana Petcu","2017","http://link.springer.com/chapter/10.1007/978-3-319-54645-2_10","Chapter"
"Documentation","Advanced Microservices","","","","10.1007/978-1-4842-2887-6_8","Thomas Hunter II","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2887-6_8","Chapter"
"Effects of Voice-Based Synthetic Assistant on Performance of Emergency Care Provider in Training","International Journal of Artificial Intelligence in Education","","","","10.1007/s40593-018-0166-3","Praveen DamacharlaParashar DhakalSebastian StumboAhmad Y. JavaidSubhashini GanapathyDavid A. MalekDouglas C. HodgeVijay Devabhaktuni","2018","http://link.springer.com/article/10.1007/s40593-018-0166-3","Article"
"Evolution of control with learning classifier systems","Applied Network Science","","3","1","10.1007/s41109-018-0088-x","Matthew R. KarlsenSotiris Moschoyiannis","2018","http://link.springer.com/article/10.1007/s41109-018-0088-x","Article"
"The Mobile Context Framework: Providing Context to Mobile Applications","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-642-39351-8_17","Luís OliveiraAntónio Nestor RibeiroJosé Creissac Campos","2013","http://link.springer.com/chapter/10.1007/978-3-642-39351-8_17","Chapter"
"Advanced Open IoT Platform for Prevention and Early Detection of Forest Fires","Trends and Advances in Information Systems and Technologies","","","","10.1007/978-3-319-77700-9_32","Ivelin Andreev","2018","http://link.springer.com/chapter/10.1007/978-3-319-77700-9_32","Chapter"
"DevOps Service Observability By-Design: Experimenting with Model-View-Controller","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-99819-0_4","Damian A. TamburriMarcello M. BersaniRaffaela MirandolaGiorgio Pea","2018","http://link.springer.com/chapter/10.1007/978-3-319-99819-0_4","Chapter"
"A Framework for e-Assessment on Students’ Devices: Technical Considerations","Technology Enhanced Assessment","","","","10.1007/978-3-319-97807-9_7","Bastian KüppersUlrik Schroeder","2018","http://link.springer.com/chapter/10.1007/978-3-319-97807-9_7","Chapter"
"Contextualised Trust Solutions","FinTech Revolution","","","","10.1007/978-3-319-76014-8_20","Sofie BlakstadRobert Allen","2018","http://link.springer.com/chapter/10.1007/978-3-319-76014-8_20","Chapter"
"Sicherheit im Softwareentwicklungsprozess (Secure SDLC)","Sicherheit von Webanwendungen in der Praxis","","","","10.1007/978-3-658-20145-6_5","Matthias Rohr","2018","http://link.springer.com/chapter/10.1007/978-3-658-20145-6_5","Chapter"
"Consulting and Presales in Digital Projects","Complete Guide to Digital Project Management","","","","10.1007/978-1-4842-3417-4_2","Shailesh Kumar Shivakumar","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3417-4_2","Chapter"
"Managed Services 4.0: On the Journey from Cost Efficiencies to Business Transformation","Future Telco","","","","10.1007/978-3-319-77724-5_8","Patrick Hung-Fai MaManfred Schmitz","2019","http://link.springer.com/chapter/10.1007/978-3-319-77724-5_8","Chapter"
"Building Smart Adaptable Cyber-Physical Systems: Definitions, Classification and Elements","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_14","Borja BordelRamón AlcarriaMarina Pérez-JiménezTomás RoblesDiego MartínDiego Sánchez de Rivera","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_14","Chapter"
"Improving Transport and Accessibility through New Communication Technologies","Advances in Production Management Systems. Innovative and Knowledge-Based Production Management in a Global-Local World","","","","10.1007/978-3-662-44736-9_69","Jan Frick","2014","http://link.springer.com/chapter/10.1007/978-3-662-44736-9_69","Chapter"
"Spring and Groovy","Introducing Spring Framework","","","","10.1007/978-1-4302-6533-7_18","Felipe Gutierrez","2014","http://link.springer.com/chapter/10.1007/978-1-4302-6533-7_18","Chapter"
"Assessment of IS Integration Efforts to Implement the Internet of Production Reference Architecture","Collaborative Networks of Cognitive Systems","","","","10.1007/978-3-319-99127-6_28","Günther SchuhJörg HoffmannMartin BleiderViolett Zeller","2018","http://link.springer.com/chapter/10.1007/978-3-319-99127-6_28","Chapter"
"e-Marketing, Past and Present: Some ideas for future research agendas","Information and Communication Technologies in Tourism 2006","","","","10.1007/3-211-32710-X_60","Robert GoversFrank M. Go","2006","http://link.springer.com/chapter/10.1007/3-211-32710-X_60","Chapter"
"Wie das Internet der Dinge neue Geschäftsmodelle ermöglicht","HMD Praxis der Wirtschaftsinformatik","","52","5","10.1365/s40702-015-0169-6","Daniel HuberThomas Kaiser","2015","http://link.springer.com/article/10.1365/s40702-015-0169-6","Article"
"On Internet of Things Programming Models","Distributed Computer and Communication Networks","","","","10.1007/978-3-319-51917-3_2","Dmitry NamiotManfred Sneps-Sneppe","2016","http://link.springer.com/chapter/10.1007/978-3-319-51917-3_2","Chapter"
"Building, Tuning, and Deploying Models","Practical Machine Learning with Python","","","","10.1007/978-1-4842-3207-1_5","Dipanjan SarkarRaghav BaliTushar Sharma","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3207-1_5","Chapter"
"A Context Aware Notification Architecture Based on Distributed Focused Crawling in the Big Data Era","Information Systems","","","","10.1007/978-3-319-65930-5_3","Mehmet Ali AkyolMert Onuralp GökalpKerem KayabayP. Erhan ErenAltan Koçyiğit","2017","http://link.springer.com/chapter/10.1007/978-3-319-65930-5_3","Chapter"
"Tracy Ford","Project Managers at Work","","","","10.1007/978-1-4842-2668-1_15","Bruce Harpham","2018","http://link.springer.com/chapter/10.1007/978-1-4842-2668-1_15","Chapter"
"Measuring Change in Software Projects Through an Earned Value Lens","Software Process Improvement and Capability Determination","","","","10.1007/978-3-030-00623-5_14","Pinar EfeOnur DemirorsBoualem Benetallah","2018","http://link.springer.com/chapter/10.1007/978-3-030-00623-5_14","Chapter"
"A Framework to Support Digital Transformation","Emerging Trends in the Evolution of Service-Oriented and Enterprise Architectures","","","","10.1007/978-3-319-40564-3_7","Oliver F. Nandico","2016","http://link.springer.com/chapter/10.1007/978-3-319-40564-3_7","Chapter"
"Cost and Quality Effects of Treating Erosive Oesophagitis","PharmacoEconomics","","8","2","10.2165/00019053-199508020-00005","Dr Bernard S. Bloom","1995","http://link.springer.com/article/10.2165/00019053-199508020-00005","Article"
"Big Data—Integration and Cleansing Environment for Business Analytics with DICE","Domain-Specific Conceptual Modeling","","","","10.1007/978-3-319-39417-6_5","Wilfried GrossmannChristoph Moser","2016","http://link.springer.com/chapter/10.1007/978-3-319-39417-6_5","Chapter"
"Einleitung","Software Due Diligence","","","","10.1007/978-3-662-53062-7_1","Dipl.-Ing. Christian Demant","2018","http://link.springer.com/chapter/10.1007/978-3-662-53062-7_1","Chapter"
